Entidade,Mês,Ano,Edicao,Texto
FIEP,,NA,NA,"industrial paranaense começa 2017 ainda preocupado e apreensivo. Mesmo com previsões de leve melhora nos indicadores econômicos para este ano, a persistente recessão que assola o país há meses e as turbulências políticas que parecem não ter fim colocam boa parte dos empreendedores em compasso de espera. Segundo a Sondagem Industrial, levantamento que a Fiep realiza anualmente para medir as perspectivas dos empresários do setor para o ano seguinte, 55% dos industriais do Estado têm expectativas favoráveis para 2017. Foi o segundo mais baixo índice de otimismo em 21 anos de pesquisa. No fim de 2016, o governo federal anunciou um pacote de medidas que serve para dar fôlego a empresas que estão em dificuldade e aumentar a confiança de investidores e consumidores. Ao mesmo tempo, foram aprovadas ou colocadas em discussão medidas essenciais para garantir o desenvolvimento do país em longo prazo. A chamada PEC do Teto dos Gastos e a proposta de reforma da Previdência são ações essenciais para o reequilíbrio das contas públicas, o que gerará maior estabilidade e confiança na economia do país. A importância desse ajuste fiscal é um dos temas que apresentamos nesta edição da Indústria em Revista. Algumas dessas medidas podem trazer um alívio, mas não têm efeito imediato. Por isso, as empresas precisam continuar fazendo sua lição de casa para manter, ampliar ou aprimorar seus negócios. Na matéria de capa, mostramos como o financiamento produtivo sustentável pode impulsionar os resultados da indústria. Apresentamos ainda nesta edição o avanço no país da Educação a Distância (EaD), modalidade de ensino cada vez mais utilizada pelas empresas para capacitar e atualizar seus colaboradores. E revelamos como indústrias paranaenses têm profissionalizado sua gestão investindo em práticas de governança corporativa. Com ações como essas, gerando empregos, renda e oportunidades para as pessoas, o setor industrial segue dando uma importante contribuição para o desenvolvimento do Paraná e do Brasil. E, em muitos casos, como também mostramos nesta Indústria em Revista, funciona como verdadeiro elemento de transformação social em algumas comunidades. Que esses exemplos nos sirvam de inspiração para enfrentarmos 2017 com mais otimismo e confiança. "
FIEP,Abril,2019,22,"Os primeiros meses de 2019 têm demonstrado que as novas gestões
federal e estadual, apesar do pouco tempo de trabalho, estão dispostas
a mudar uma série de paradigmas para recolocar o Brasil e o Paraná no
rumo do desenvolvimento. Para nós, do Sistema Fiep, isso tem ficado claro
em razão de encontros que mantivemos com representantes do primeiro
escalão dos novos governos, tanto em Brasília quanto em Curitiba.
Em fevereiro, por exemplo, em uma ação inovadora, a diretoria da Fiep
esteve na capital federal, onde se reuniu, entre outros, com o ministro da
Economia, Paulo Guedes. Em um diálogo franco, ele apresentou as diretrizes
da política econômica do novo governo, com foco claro na melhoria do
ambiente de negócios como forma de ampliar a competitividade do setor
produtivo brasileiro. Na matéria de capa desta edição da Indústria em
Revista mostramos como isso pode influenciar a indústria brasileira e quais
são algumas das urgências para o nosso setor.
Além disso, uma prioridade absoluta do novo governo é o reequilíbrio das
contas, tornando a máquina pública mais enxuta e eficiente. Mostrando
que está disposta a fazer isso acontecer, naquele mesmo mês a equipe de
Guedes entregou ao Congresso Nacional uma proposta consistente de
Reforma da Previdência. Na entrevista desta edição, tratamos justamente
desse tema. Nela, o economista Paulo Tafner, um dos principais estudiosos
do sistema previdenciário brasileiro, explica por que essa reforma é tão
importante para o futuro do País.
Outra demanda apontada pela equipe econômica é colocar em prática um
programa de privatizações e concessões. Isso poderá destravar uma série
de investimentos privados para melhoria da infraestrutura brasileira, fator
essencial para aumentar nossa competitividade. E uma área que pode ser
incrementada com esse movimento é a malha aeroportuária do Paraná.
Nesta edição, mostramos também quais são os investimentos necessários
nas principais regiões do Estado para que o setor produtivo e a população
sejam melhor atendidos.
Além disso, apresentamos iniciativas de indústrias paranaenses que
estão cada vez mais se aprimorando para conquistar mercados, ganhar
competitividade e atuar de maneira íntegra, com a implantação de políticas
e sistemas de compliance."
FIEP,Julho,2019,23,"No mês de agosto, a Federação das Indústrias do Estado do Paraná
completa 75 anos de fundação. Uma história que começou pelo espírito
empreendedor de industriais ligados a nove sindicatos empresariais,
que perceberam a importância da união para fazer com que o setor se
desenvolvesse.
Esse espírito e essa união foram elementos essenciais para que, ao longo
das sete décadas e meia seguintes, a Fiep se transformasse numa das mais
importantes entidades representativas do setor produtivo paranaense.
Mais: impulsionaram nossa indústria para que crescesse e, principalmente,
se diversificasse. Hoje, o Paraná é o quarto maior polo industrial do Brasil,
tendo participação relevante na geração de emprego, renda e tributos para
o Estado e para o País.
É justamente a história dessa evolução que apresentamos na matéria
de capa de mais uma edição da Indústria em Revista. Uma história que,
neste momento de dificuldades em que a economia e o setor produtivo
brasileiros ainda atravessam, deve servir de inspiração para que todos nós,
setor produtivo e sociedade civil organizada, busquemos uma união cada
vez mais forte. É por meio de nossa mobilização que conseguiremos as
mudanças tão necessárias para que o País alcance um desenvolvimento
condizente com seu enorme potencial.
Nos últimos oito desses 75 anos de história da Fiep, foi isso que nossa gestão,
que se encerra ao fim de setembro, sempre buscou fazer. Acreditando que é
por meio da união, possibilitada pelo associativismo, que o setor produtivo
pode conquistar um melhor ambiente para que se desenvolva, a Fiep se
posicionou claramente em defesa dos interesses da indústria paranaense.
Mais do que isso, internamente, implantamos uma série de ferramentas,
procedimentos e projetos para criar um novo modelo de gestão no Sistema
Fiep, aumentando a eficiência, o controle e a transparência na aplicação
de nossos recursos. Também investimos em estruturas, iniciativas e
profissionais para potencializar nossos serviços, pensando, prioritariamente,
no aumento da competitividade do setor industrial de nosso Estado.
Com o trabalho realizado, estamos seguros de que deixamos um
importante legado não apenas para nossa entidade, mas para o setor
produtivo e a sociedade paranaense. E, principalmente, temos certeza de
que cumprimos plenamente a missão do Sistema Fiep: servir e fortalecer a
indústria para melhorar a vida das pessoas."
FIEP,Outubro,2019,24,"O Brasil e o Paraná ainda lutam para superar os efeitos de uma das crises
mais perniciosas e duradouras de sua história. Uma crise que provocou
feridas profundas no setor produtivo como um todo, e na indústria em
especial, retirando muito da capacidade de investimento das empresas em
função dos custos de um mercado recessivo.
Essa realidade atinge o setor industrial em um momento em que ele mais
precisa investir em evolução tecnológica e na qualificação técnica de
sua mão de obra. Estes são requisitos imprescindíveis para o necessário
aumento de sua produtividade e busca por mais competitividade, tanto no
mercado interno quanto no externo.
Por um lado, a reversão desse quadro depende da adoção de medidas e
políticas públicas que melhorem o ambiente de negócios para a indústria
e o setor produtivo. Que reduzam a burocracia e os custos de produção,
incentivando investimentos no País. Por outro, é preciso reforçar o apoio
técnico e tecnológico às empresas para que possam se desenvolver.
É justamente neste ponto que ganha ainda mais importância a atuação de
uma entidade como o Sistema Fiep. Por meio de nossas diferentes casas –
Fiep, Sesi, Senai e IEL –, temos totais condições de prestar amplo apoio para
que a indústria paranaense evolua e enfrente os desafios que se colocam
a sua frente.
Na matéria de capa desta edição da Indústria em Revista, apresentamos a
estrutura e os serviços que o Sistema Fiep oferece para incentivar a inovação
nas empresas. Um trabalho em que a nova diretoria de nossa entidade, que
assumiu em outubro, pretende agregar cada vez mais valor, ampliando os
resultados para a indústria.
As diretrizes da nova gestão também são o tema da entrevista desta edição.
Uma gestão que terá foco total na indústria, que é a razão de existir do
Sistema Fiep e para quem precisamos prestar cada vez mais e melhores
serviços. Assim, estamos certos de que poderemos contribuir cada vez
mais com o desenvolvimento do Paraná e do Brasil."
ACP,Abril,2019,190,"Estamos no segundo ano da nossa gestão 2017 - 2019. O ano de 2018 foi de
encerramento de governo, inconstância na economia e também tivemos uma
eleição em que elegemos governador, presidente da República e tivemos a renovação
da Câmara Federal, Senado e Assembleia
Legislativa do Paraná.
Foi um ano de muito trabalho compartilhado com os conselhos da Associação
Comercial do Paraná, Diretoria Executiva
e colaboração das Câmaras Setoriais. Para
a ACP, apesar de todos os indicativos de
que ainda seria um ano de recessão na economia, nos posicionamos na imprensa de
forma positiva. Foi uma forma de mostrar
confiança nas ações do novo governo e como
incentivo aos associados. Uma importante ação concreta para o comércio local foi a
realização das campanhas de Natal e do Dia
das Mães, que surtiram um grande efeito e
incrementaram as vendas nas duas datas em
que o comércio tem maior movimento.
Na área institucional, além da forte representatividade da ACP em toda a imprensa paranaense, tivemos a Comenda do Barão entregue ao empresário Carlos Roberto
Massa e a vinda do presidente Michel Temer, com ampla repercussão em todo o Brasil. Mais uma vez, a Associação Comercial
do Paraná esteve na vanguarda.
Os números apresentados no relatório
demonstram exatamente todo o trabalho desenvolvido ao longo do ano. No passado, tivemos perda de arrecadação
com a saída de grandes clientes que encerraram suas atividades, mas, graças ao esforço da
área comercial, conseguimos um substancial
aumento de arrecadação com as vendas dos
nossos produtos e serviços. Podemos dizer que
essa gestão, com todos os seus membros, encerrou o ano de 2018 com números superando
o que foi proposto nas Assembleias. Quanto às
contas também apresentadas, foram aprovadas pelo Conselho Fiscal e Auditoria Interna e
encontram-se permanentemente à disposição
de todos os associados e diretoria para consultas, fazendo com que tenhamos, como nossa
obrigação, uma gestão transparente."
ACP,Julho,2019,191,"ivemos um primeiro semestre de intensas atividades institucionais e de
ações em benefícios de nossos associados. Recebemos em nossa casa importantes autoridades, com destaque para o vice-presidente Hamilton Mourão, na ocasião
no exercício da presidência da República, a
quem manifestamos nosso apoio às reformas constitucionais em tramitação no Congresso Nacional e que são essenciais para a
retomada do crescimento econômico. Com
as reformas previdenciária e tributária, o
setor produtivo espera fim da excessiva burocracia e um estado mais eficiente e mais
enxuto, com regras estáveis e estímulos ao
empreendedor.
Para este segundo semestre, aguardamos
sinais positivos na economia, já como resultado de um clima de maior confiança entre
empresários e consumidores. Vale destacar
também a expectativa com relação aos impactos da entrada em vigor do Cadastro Positivo,
que resultará em um aumento exponencial de
crédito ofertado para grande parcela da população, possibilitando a médio prazo a redução
da inadimplência, com grande influência na
redução dos juros praticados pelo mercado.
A Boa Vista calcula que o Cadastro Positivo tem potencial de incluir mais de 20 milhões de pessoas que estão fora do mercado
de crédito e que serão beneficiadas principalmente as pequenas e médias empresas, justamente as maiores geradoras de emprego.
Num cenário de 13 milhões de desempregados, segundo o IBGE, esta é, certamente,
uma grande notícia."
ACP,Outubro,2019,192,"Estou tendo uma sensação incrível nestes últimos 22 meses em que estive na presidência
da Associação Comercial do Paraná. Paro para
pensar naquelas propostas antes de me candidatar
para a presidência da gestão 2017/2019, do que me levou a aceitar a indicação, feita por alguns companheiros, para presidir a Associação Comercial do Paraná.
Tudo isso me remete a lembranças de muitos fatos ao
longo de minha trajetória. Volto no tempo e me recordo
da primeira vez que vim até a sede da Associação Comercial do Paraná, quando ainda era um garoto. Tinha
14 anos e meu pai era frequentador do restaurante do
antigo prédio da Associação Comercial. Era o restaurante do Clube do Comércio. Anos mais tarde, já como
empresário, uma de nossas empresas se associou à
ACP em 1968. Sempre tive uma forte curiosidade sobre
o funcionamento da Associação Comercial do Paraná
até que em 1978 fui convidado pelo vice-presidente da
época, empresário Maurício Frischmann, para fazer
uma palestra na sede da ACP na gestão do então presidente Carlos Alberto Pereira de Oliveira e falei sobre o
meu setor de comércio, que é o da revenda de veículos.
Fui muito bem recebido na ocasião. Jovem que era, fiquei um pouco tímido para falar para aqueles empresários de grande relevo do comércio do Paraná. Naquela
palestra, certamente eu era o mais jovem de todos. Foi
o meu primeiro encontro com a Associação Comercial
do Paraná. Em 1986 fui convidado, pelo presidente
Carlos Alberto Pereira de Oliveira e pelo vice-presidente Maurício Frischmann a ser conselheiro.
Em 1990, nós participamos com outros amigos,
como Odone Fortes Martins e outros que até hoje permanecem na diretoria, de um bate-chapa contra a continuidade da diretoria que já estava há 14 anos na gestão da ACP. Mesmo com o respeito ao presidente Carlos Alberto Pereira de Oliveira, considerávamos que
era preciso promover mudanças. Na ocasião fui eleito
o 3º vice-presidente da Associação. Tenho uma história de vivência na instituição, participando de várias
diretorias, saí, retornei, até que nas prévias eleitorais
para a sucessão do presidente Antônio Espolador Neto,
fui incentivado por um grupo de diretores a encabeçar
a chapa para dirigir a Associação Comercial do Paraná.
A partir de 2017 passei a presidir a entidade.
A gente só passa a ter noção do tamanho da responsabilidade que assume, ao se sentar na cadeira do presidente. O tamanho desta responsabilidade é proporcional à grandeza desta entidade centenária. Logo que assumi fui à sala da galeria dos ex-presidentes, dos 30 que
me antecederam e me dei conta do que teria pela frente.
Eu tinha que glorificar o empenho de meus sucessores
como presidentes da ACP. Agora ao final da minha gestão, eu só tenho a agradecer e engrandecer os companheiros que estiveram comigo, não só os da diretoria,
mas também os associados. Eu tive um grande apoio
em todas as minhas ações e atitudes. Procurei fazer
uma gestão compartilhada. Busquei fazer uma gestão
altamente profissional. Buscamos promover o crescimento da parte comercial da entidade e da parte institucional. Não vou fazer um balanço da minha gestão,
nem um relatório das minhas ações neste espaço, mas
digo que poderia fazer muito mais. Mas digo que me
dediquei exclusivamente à entidade, durante oito ou
até mais horas por dia, deixando os afazeres profissionais e familiares com menos tempo, mas nem por isso
deixaram de ser acompanhados. Saio da entidade com
a consciência de que poderia ter feito mais, tamanha a
grandeza desta instituição de 129 anos de existência.
Um novo grupo de pessoas passa a gerir a Associação a
partir de agora para a gestão 2020/2022, tendo à frente o empresário Camilo Turmina.
À nova diretoria desejo que faça uma grande gestão.
Caberá a eles assumir o legado iniciado pelo Barão do
Serro Azul, fundador desta entidade. Pautei durante a
minha gestão os significados de uma pessoa que fez tanto pela entidade. Fiz questão num dos primeiros atos da
minha gestão, de colocar a reprodução de um retrato do
Barão, na sala da presidência, ao lado da minha mesa de
trabalho. O Barão foi uma inspiração permanente para
realizar a gestão que por ora se encerra."
FIEAM,NA,NA,NA,"Modelo de gestão do processo produtivo, a Terceirização tem
impulsionado várias economias mundiais, com crescimento
econômico pelo ganho de competitividade resultante da
especialização. Há um exemplo muito parecido na área da
medicina: a especialização do médico fez com que o diagnóstico
e a cura obtivessem um progresso visível. Mesmo assim, como
se tratava de um sistema inovador, no início foi recebido com
rejeição pelos pacientes.

Assim é a Terceirização, sistema inovador que há muito é
praticado por diversas nações, com resultados satisfatórios no
que diz respeito à especialidade, melhor técnica e tecnologia
com aumento de qualidade, eficiência, desburocratização,
incremento de produtividade e melhoria da competitividade.
Atualmente não há legislação específica no Brasil que regule.

os contratos de trabalho dos serviços terceirizados, as regras
vigentes foram estabelecidas por meio de decisões da Justiça do
Trabalho. O projeto de lei aprovado na Câmara dos Deputados
em 22 de março representa um avanço para as relações

entre empresas e empregados, facilitando a dinamização e
eficiência da produção, melhor desempenho e possibilidades
de geração de mais empregos. Com a terceirização será

possível uma empresa contratar outra especializada naquela
atividade, aumentando a eficiência da produção, gerando
desenvolvimento a partir de um bom ambiente de negócios em
que a livre iniciativa proporcionará mais opções de elaboração
de produtos a custo competitivo com geração de empregos.
Existirá mais segurança jurídica, tanto para as empresas que
contratam, como para as que são contratadas e para os mais de
12 milhões de trabalhadores que atuam nesse regime.

A produção industrial para crescer e recuperar sua magnitude
no desenvolvimento do Brasil precisa ser modemizada,
realizada em cadeias que aperfeiçoem especialidades, dividindo
responsabilidades de qualidade e custo.

Precisamos estar preparados para competir em pé de igualdade
com vários países que concorrem conosco por mercados e

que já utilizam esse sistema de produção. O projeto aprovado
estabelece um marco legal, definindo a responsabilidade
subsidiária, as obrigações trabalhistas dos empregados e o
recolhimento das contribuições previdenciárias. Responsabiliza
acontratante sobre as garantias de segurança, higiene e
salubridade dos trabalhadores das empresas contratadas,
quando o trabalho for realizado em suas dependências ou em
local previamente convencionado em contrato, disponibilizando
o mesmo atendimento médico, ambulatorial e de refeição, que
fornece aos seus empregados.

Acontratante não terá vínculo de emprego com os
trabalhadores que lhe prestam serviço. Este vínculo será com a
contratada que é responsável pelo pagamento dos salários e as
responsabilidades pelo cumprimento dos direitos trabalhistas

e previdenciários, assim como as regras estabelecidas nos
instrumentos coletivos. Porisso somos favoráveis à Terceirização.
"
FIEAM,NA,NA,NA,"A Economia encontra importante apoio na Estatística, que
oferece condições de medir e comparar relações quantitativas.
entre variáveis econômicas e períodos, possibilitando deduções
lógicas e observações empíricas, apoiadas em experiências
vividas adquiridas no dia a dia. É com base nessa ferramenta
que a Assessoria Econômica da FIEAM vislumbra nos dados
fornecidos pela Suframa, referentes a maio deste ano, uma
pequena, mas significativa melhora no desempenho do Polo
Industrial de Manaus (PIM). O faturamento do PIM, de janeiro
amaio de 2017, foi positivo em aproximadamente 10% em
relação ao mesmo período do ano anterior. Esta constatação já
nos dá a esperança de uma recuperação lenta, porém com um
viés de crescimento animador. Outro dado que significa uma
melhor dinâmica produtiva é a importação de matéria-prima,
que em maio foi superior a abril, em 33,43%, e em relação

ao mesmo mês de 2016, superior a 79,04%. Comparando-

se os cinco meses deste ano aos do ano passado, tivemos
crescimento das importações de 50,38%. Quando aumentam
asimportações, consequentemente aumentam as compras de
insumos no mercado nacional e local, aumentando a produção
de manufaturados do PIM. A mão de obra também reflete

a melhora da economia do Amazonas. Muito embora maio
apresente uma estabilidade em relação a abril, em comparação
com o mesmo período do ano anterior, MOB crescreu 1,46%,
significando total de 84.055 empregos. Essa variação de
crescimento ainda pequena apresenta possibilidades de maior
crescimento, tão logo se restabeleça a confiança do empresário.
O endividamento das empresas e das famílias no Brasil entra
numa tendência de queda, possibilitando maior poder de
compra e aumento do consumo, fator muito importante para
aindústria e em especial para o PIM, em razão dos tipos de
produtos fabricados na Zona Franca.

Por fim, gostaria de convidar o dourtor em economia

pela Universidade da Califórnia e ex-diretor de Assuntos
Internacionais do Banco Central, Alexandre Schwartsman

que, deixando de lado o seu preconceito, visitasse o PIM e
conhecesse com maior profundidade o funcionamento do
Projeto Zona Franca de Manaus. Não que isso possa convencê-lo
a mudar de ideia com respeito à importância desse modelo de
desenvolvimento para a região da Amazônia Ocidental e para o
Brasil, pois para isso seria necessário que experimentasse viver
por um período as dificuldades que enfrentam os empresários
eo povo em geral que vive nesse rincão quase esquecido do
rico Brasil Sul/Sudeste. Mas, pelo menos, poderia fazê-lo refletir
que“mamata” conforme escreveu recentemente na Folha

de S.Paulo, é beneficiar-se da renúncia fiscal do Inovarauto

na fabricação de carros de luxo, dos incentivos fiscais ilegais
concedidos aos estados na guerra fiscal do ICMS e do desvio de
verbas dos recursos arrecadados pela Suframa para o BNDES
financiar empreendimentos fora da ZFM.
"
FIEAM,NA,NA,NA,"A Federação das Indústrias do Estado do Amazonas considera
indispensável a aprovação, ainda neste início de ano, da
reforma da Previdência. A pressa se justifica pela necessidade
que o país tem de voltar a crescer, criar empregos e ter recursos
para investir em áreas prioritárias, como educação e inovação.
Com a reforma, o Brasil terá condição, a partir de 2018, de
promover a melhoria da economia como um todo.

Desde dezembro de 2016, a aprovação da Proposta de Emenda
à Constituição (PEC) 287/2016, que trata das mudanças no
sistema previdenciário do país, tornou-se agenda prioritária
para o governo, afinal, é preciso garantir o pagamento das
aposentadorias e pensões aos brasileiros, manter o equilíbrio
das contas públicas e criar condições para o crescimento
sustentável da economia. A tramitação da proposta ficou
paralisada no Congresso Nacional a partir de maio, quando

o texto foi aprovado pela comissão especial da Câmara dos
Deputados, mas agora tem tudo para deslanchar e seguir para
o Senado na primeira pauta depois do recesso parlamentar.
Todo o segmento industrial brasileiro, capitaneado pela
Confederação Nacional da Indústria (CNI), defende que o
tema, dada a sua importância, seja tratado com prioridade

de tramitação no Congresso, por isso, trabalha para mostrar
àsociedade que a aprovação da proposta é fundamental e
inadiável.

O que vivenciamos no Brasil, com o atual surto de reformas -
trabalhista, previdenciária, tributária, política - é simplesmente
a consequência de décadas de profundo desequilíbrio nos
gastos públicos, onde a parte mais evidente está no rombo

da Previdência Social. No setor produtivo, a recessão impôs
que se enfrentasse com a máxima urgência mudanças nas

leis trabalhistas. Agora é hora de lidar com outros entraves ao
ambiente de negócios.

No Amazonas, em particular, a FIEAM defende um tratamento
diferenciado para a Zona Franca de Manaus no que diz respeito
à proposta de reforma tributária, também em vias de ser
aprovada pelo Congresso Nacional. Esperemos que sejam
levados em conta os estudos técnicos feitos pelo governo do
estado, com a participação de diversos segmentos econômicos,
com proposta diferenciada que garanta a manutenção das
vantagens fiscais da ZFM. Como ficou claro na proposta
apresentada em Manaus pelo relator, deputado Luiz Carlos
Hauly, o Amazonas seria o Estado que mais perderia receita
líquida de ICMS, caso seja aprovada a alteração da cobrança
dos impostos no destino, pois, como sabemos, 80% da
arrecadação estadual é decorrente da produção de produtos
industrializados que, em grande parte, são vendidos para
outros Estados.

Ainda no âmbito das mudanças, nós amazônidas esperamos
mais que uma reforma, uma revolução na questão da
infraestrutura, a começar pela entrega da BR-319, o principal
gargalo nas relações do Amazonas com as regiões Sul e
Sudeste. A hora é essa.
"
FIEAM,NA,NA,NA,"Em resposta ao editorial “Dinheiro Invisível” do jornal
Folha de S.Paulo, edição de 19 de junho último, ocupamos
espaço na seção Tendências Debates no dia 29 do mesmo
mês, no mesmo jornal, para levantar a questão: a Amazônia
é problema ou alternativa nacional? Isso porque mais uma
vez o Brasil Norte virou bode expiatório na tragédia fiscal do
país, sem falar do abalo à reputação do modelo Zona Franca
de Manaus, até onde sabemos o melhor arranjo tributário da
história da República.

Os mesmos que levaram o país à ingovernabilidade e à
falência de reservas, agora se prestam a expandir o confisco
no Amazonas, alvo histórico de contigenciamento de 80%
dos fundos destinados ao desenvolvimento regional. O
confisco pode ser traduzido nos 54,42% da riqueza gerada
pelo Polo Industrial de Manaus que vão para o caixa único
da União.

É demagógico o “nós contra eles!, pois somos passageiros
da mesma agonia nacional, mas não podemos aceitar que a
economia da ZFM apareça como a vilã da política fiscal, com
apenas 8% de contrapartida fiscal do Brasil, compartilhados
com Acre, Amapá, Rondônia e Roraima.

Faço ver na resposta tratar-se de uma região remota e
desprovida de infraestrutura, que oferece com a ZEM mais
de 2 milhões de empregos pelo país afora. Por que não se
menciona os outros 92% de isenção fiscal, ou as razões pelas
quais 50% da renúncia fiscal, R$ 143 bilhões, são aplicados
no estado mais rico da Federação?

São Paulo montou uma planta industrial equivalente a
três vezes o investimento total da ZFM - com isenção de 80%
de ICMS quando vende para Manaus, onde, para cada dólar
importado, o Amazonas compra três dólares no mercado
interno. É assim que o Polo Industrial de Manaus substitui
importações, reduz desigualdades regionais e mantém a
floresta em pé, com mais de 90% sob conservação.

Nos indicadores de transferência de renda, 41.3%
são apropriados pela remuneração dos empregados; o
Amazonas é terceiro na arrecadação de impostos em
proporção ao PIB, com 17,1% - fica atrás apenas de São Paulo
edo Espírito Santo, ambos com 17,5%.

Isso não é despesa invisível, é contrapartida extraordinária.
Nossa floresta, diz a ciência, abastece os reservatórios do
Sudeste e gera 60% da energia paulistana. Não recebemos
contrapartida por esse serviço.

De 2009 a 2014, em compensação, o BNDES distribuiu R$
1 trilhão para acelerar o desenvolvimento nacional. E 25%
dessa bagatela foram apropriados por São Paulo.

Follow the money, sigamos o dinheiro, busquemos, então,
as aplicações dessa dinheirama. Não estaria aí a despesa
invisível?

Longe de ser problema, a ZFM, assim como o mundo já
percebeu em relação à imensidade do patrimônio natural
amazônico, é saída para o impasse nacional.
"
FIEAM,NA,NA,NA,"Quero dedicar aqui a minha torcida a todos os estudantes
que vão participar da nova temporada do Torneio de
Robótica, competição que o SESI Amazonas promove com
muito empenho desde 2013 e que, neste ano, vai acontecer
nos dias 30 de novembro e 1º de dezembro, envolvendo
estudantes de escolas públicas e particulares. Mais que uma
competição, o torneio deve ser uma excelente experiência
de aprendizado, de relacionamento, e do conhecimento
compartilhado em equipe.

Neste ano, no lançamento do Torneio de Robótica 2018-
2019, em Manaus, tivemos o privilégio de contar com a
presença do tenente-coronel da Força Aérea Brasileira,
reformado, Marcos Pontes, primeiro astronauta brasileiro e
sul-americano a ir ao espaço a bordo da nave russa Soyuz,
na'Missão Centenário”, o que aconteceu em 2006 em
comemoração aos cem anos do vôo de outro ilustre brasileiro,
Santos Dumont, no avião 14 Bis, realizado em 1906.

Marcos Pontes, para nossa alegria, aceitou o convite do
presidente eleito, Jair Bolsonaro, para comandar o Ministério
da Ciência e Tecnologia, e disse em Manaus estar muito feliz
pela oportunidade de participar deste novo governo em uma
área que tem sido sua vida por 41 anos.

O nosso astronauta vem percorrendo o Brasil, inclusive
nas escolas da Rede SESI, motivando os jovens que desejam
ingressar em carreiras de ciência e tecnologia, além de auxiliar
na formação de professores e na orientação sobre como
devem funcionar as escolas técnicas. Tem sido um defensor
entusiasta do uso da tecnologia, no dia a dia, como solução
para a melhoria da qualidade de vida das pessoas.

Como sabemos, as escolas da rede SESI são orientadas
para suprir as necessidades do mundo do trabalho e, diante
desse desafio, adotam metodologias e currículos inovadores,
também com foco na Ciência, na Tecnologia, Engenharia e
Matemática.

Com a Robótica Educacional, incluída no currículo das
escolas SESI, temos então educação tecnológica e inclusão
digital, com a linguagem de programação, voltada ao
empreendedorismo.

No Amazonas não é diferente. Aqui os alunos do ensino
fundamental ao médio são estimulados a usar a imaginação
ea criatividade para investigar problemas e buscar soluções.
inovadoras que contribuam para um mundo melhor.

Do primeiro ao quinto ano, os alunos têm aulas semanais
de Lego, onde aprendem os conceitos de Engenharia Básica,
Mecânica, Raciocínio Lógico e Construção, o que vem sendo
explorado nas sucessivas edições do Torneio de Robótica FLL
tanto em nível regional quanto nacional.

Aos estudantes, que vão participar da nova temporada
do Torneio dedico a minha torcida para que, mais que uma
competição, seja uma excelente experiência de aprendizado,
de relacionamento, e do conhecimento compartilhado em
equipe.
"
FIEAM,NA,NA,NA,"ais do que falar sobre o nosso desempenho

Meio em 2018, quero dedicar este espaço aos
agradecimentos. Muitos são os responsáveis, em 2018, pela
superação de momentos difíceis que vivemos na economia
do Estado e em particular no setor industrial.

Nomeá-los seria imprudente da minha parte, pois poderia
esquecer a participação de pessoas, entidades civis, militares
e amigos que contribuíram para conquistas importantes. Por
isso, quero nesse momento agradecer sinceramente o apoio,
aconfiança em nós depositada, os conselhos e também as
exigências, as discordâncias e os questionamentos, que nos
fizeram refletir e auxiliar na tomada de decisão das ações mais
acertadas possíveis pela Federação das Indústrias do Estado
do Amazonas (FIEAM).

Com a ajuda de todos os amigos, formamos uma corrente
forte, coesa e fomos à luta com determinação, na defesa
dos interesses da indústria e do nosso Estado. Não tivemos
apenas vitórias, perdas também ocorreram, porém perdemos
com classe e vencemos com ousadia, porque o mundo
pertence àqueles que se atrevem. Como falou Charlie Chaplin:
“Acredite! Espere! Sempre haverá uma saída, sempre brilhará
uma estrela. Chore! Lute! Faça aquilo que gosta, sinta o que há
dentro de você. Eil Ouça... Escute o que as outras pessoas têm
a dizer, é importante. Suba... faça dos obstáculos degraus para
aquilo que você acha supremo”.

Também quero destacar todos os funcionários do Sistema
FIEAM, de ontem e de hoje. Mais do que o trabalho dedicado
e competente, sabemos que a imensa maioria assumiu os
desafios com destemor e determinação. E o que fica da
trajetória da indústria em 2018 é o fato de não haver nos
abatido com quedas e, com a ousadia de sempre, reagimos e
nos levantamos.

Apesar de todas as dificuldades, deveremos fechar o
ano com o maior nível de faturamento, em real, do Polo
Industrial de Manaus, ultrapassando a casa dos R$ 91 bilhões,
recuperando os empregos gradativamente e a capacidade
de investimentos. Nossas ações em favor da educação e da
assistência social, por meio das entidades do Sistema FIEAM,
SENAI, SESI e IEL, lograram êxito pleno, muito embora a
diminuição dos recursos tenha ocasionado o aparecimento de
maiores dificuldades.

Para 2019, temos renovada a esperança de vermos
atendidas nossas reivindicações pela melhoria da
infraestrutura logística de produção e de transporte, bem
como a realização de investimentos públicos e privados que
nos permitam permanecer competitivos. Damos o nosso
voto de confiança aos novos governos, federal e estadual,
para que sejam mantidos e ampliados o desenvolvimento
e crescimento socioeconômico da Região, sem agressão ao
ecossistema do maior estado brasileiro em extensão. Nosso
muito obrigado e que em 2019 sejamos plenos de realizações,
progresso, desenvolvimento e esperanças concretizadas.
"
